Policy ID,Customer ID,Year,Policy Type,Premium,Deductible,Coverage Type,Premium Increase (%),Previous Year Claims,Previous Year Missed Payments,Churn
14611_2020,14611,2020,Life,2318.0,4163.0,Standard,5.0,1,1,1
14612_2020,14612,2020,Health,4281.0,2878.0,Basic,12.0,0,2,1
14613_2020,14613,2020,Auto,4940.0,4403.0,Standard,16.0,1,1,1
14614_2020,14614,2020,Health,3262.0,3056.0,Premium,14.0,1,1,1
14615_2020,14615,2020,Health,1942.0,,Basic,,2,0,1
14616_2020,14616,2020,Auto,1068.0,3673.0,Basic,15.0,1,0,1
14617_2020,14617,2020,Auto,1975.0,1961.0,Standard,16.0,1,2,1
14618_2020,14618,2020,Health,3273.0,1428.0,Basic,7.0,2,1,1
14619_2020,14619,2020,Health,2825.0,2116.0,Basic,11.0,0,0,1
14620_2020,14620,2020,Auto,3805.0,1185.0,Standard,0.0,2,0,1
14621_2020,14621,2020,Home,4444.0,3339.0,Basic,17.0,2,0,1
14622_2020,14622,2020,Life,3856.0,2170.0,Basic,18.0,2,2,1
14623_2020,14623,2020,Auto,1454.0,4153.0,Standard,7.0,0,0,0
14624_2020,14624,2020,Auto,2196.0,2628.0,Standard,4.0,1,0,0
14625_2020,14625,2020,Auto,3255.0,648.0,Standard,15.0,1,1,1
14626_2020,14626,2020,Health,4794.0,2211.0,Basic,2.0,1,0,0
14627_2020,14627,2020,Auto,3596.0,2201.0,Standard,16.0,1,1,1
14628_2020,14628,2020,Health,3575.0,3270.0,Standard,7.0,1,2,1
14629_2020,14629,2020,Auto,3071.0,1276.0,Premium,18.0,2,0,1
14630_2020,14630,2020,Auto,1131.0,4784.0,Standard,12.0,1,0,1
14631_2020,14631,2020,Life,4422.0,2574.0,Standard,0.0,0,1,0
14632_2020,14632,2020,Auto,1716.0,1113.0,Basic,14.0,2,2,1
14633_2020,14633,2020,Life,2614.0,1306.0,Basic,17.0,0,0,1
14634_2020,14634,2020,Health,1994.0,99999.0,Premium,12.0,2,1,1
14635_2020,14635,2020,Health,,1007.0,Basic,0.0,0,1,0
14636_2020,14636,2020,Health,1071.0,1878.0,Standard,8.0,2,2,1
14637_2020,14637,2020,Health,1755.0,1268.0,Basic,14.0,0,0,1
14638_2020,14638,2020,Health,3385.0,2773.0,Standard,1.0,1,2,1
14639_2020,14639,2020,Health,1833.0,3602.0,Standard,16.0,1,0,1
14640_2020,14640,2020,Health,,4102.0,Premium,9.0,1,1,1
14641_2020,14641,2020,Life,3308.0,1953.0,Premium,11.0,1,1,1
14642_2020,14642,2020,Auto,2142.0,1298.0,Premium,6.0,0,0,0
14643_2020,14643,2020,Health,1193.0,2018.0,Standard,17.0,0,2,1
14644_2020,14644,2020,Life,1572.0,752.0,Basic,13.0,0,2,1
14645_2020,14645,2020,Health,2298.0,,Premium,13.0,0,2,1
14646_2020,14646,2020,Health,4208.0,1812.0,Basic,13.0,2,2,1
14647_2020,14647,2020,Home,4161.0,2224.0,Premium,2.0,2,2,1
14648_2020,14648,2020,Auto,,3310.0,,16.0,1,0,0
14649_2020,14649,2020,Health,4168.0,2522.0,Standard,14.0,1,2,1
14650_2020,14650,2020,Health,4721.0,1209.0,Standard,3.0,0,0,0
14651_2020,14651,2020,Auto,1845.0,4216.0,Premium,17.0,0,1,1
14652_2020,14652,2020,Health,4431.0,918.0,Premium,6.0,2,0,1
14653_2020,14653,2020,Life,3477.0,2040.0,Premium,8.0,1,0,1
14654_2020,14654,2020,Life,2116.0,4603.0,Basic,0.0,1,1,0
14655_2020,14655,2020,Health,1599.0,3137.0,Standard,10.0,1,1,1
14656_2020,14656,2020,Health,1145.0,-1000.0,Basic,8.0,0,1,1
14657_2020,14657,2020,Health,1821.0,3438.0,Standard,9.0,0,1,1
14658_2020,14658,2020,Health,4619.0,1148.0,Basic,6.0,2,0,1
14659_2020,14659,2020,Auto,3306.0,2521.0,Standard,,2,1,1
14660_2020,14660,2020,Auto,3601.0,3915.0,Basic,12.0,1,0,1
14661_2020,14661,2020,Health,2443.0,715.0,,13.0,0,0,0
14662_2020,14662,2020,Health,3800.0,4367.0,Standard,7.0,0,2,1
14663_2020,14663,2020,Life,3550.0,4193.0,Premium,16.0,0,1,0
14664_2020,14664,2020,Auto,32528.0,2143.0,Premium,1.0,1,1,0
14665_2020,14665,2020,Health,4514.0,4988.0,Premium,18.0,1,2,1
14666_2020,14666,2020,Health,,2821.0,Basic,,0,2,0
14667_2020,14667,2020,Auto,4127.0,4873.0,Basic,17.0,1,0,1
14668_2020,14668,2020,Health,4583.0,4105.0,Premium,,2,1,1
14669_2020,14669,2020,Auto,1983.0,1015.0,Basic,6.0,2,2,1
14670_2020,14670,2020,Health,2911.0,3100.0,Standard,11.0,2,1,1
14671_2020,14671,2020,Auto,4169.0,2202.0,Premium,7.0,2,2,1
14672_2020,14672,2020,Health,2604.0,1206.0,Basic,16.0,0,1,1
14673_2020,14673,2020,Life,2467.0,3644.0,Basic,6.0,2,1,1
14674_2020,14674,2020,Health,3255.0,3936.0,Basic,4.0,1,2,1
14675_2020,14675,2020,Life,2773.0,1948.0,Standard,9.0,0,2,1
14676_2020,14676,2020,Home,1395.0,2268.0,Basic,18.0,0,1,1
14677_2020,14677,2020,Auto,3809.0,4565.0,Standard,0.0,0,2,1
14678_2020,14678,2020,Health,1096.0,672.0,Standard,9.0,1,0,1
14679_2020,14679,2020,Health,2213.0,,Standard,14.0,0,2,1
14680_2020,14680,2020,Auto,1335.0,4580.0,Standard,2.0,0,1,1
14681_2020,14681,2020,Auto,4641.0,3678.0,Basic,2.0,0,2,1
14682_2020,14682,2020,Auto,4540.0,3833.0,Basic,16.0,0,2,1
14683_2020,14683,2020,Health,2137.0,3051.0,Basic,10.0,2,2,1
14684_2020,14684,2020,Auto,3377.0,,Premium,1.0,2,0,1
14685_2020,14685,2020,Auto,1313.0,3177.0,,15.0,1,0,0
14686_2020,14686,2020,Auto,1691.0,2216.0,Standard,10.0,2,1,1
14687_2020,14687,2020,Health,4328.0,2495.0,Basic,10.0,0,0,1
14688_2020,14688,2020,Health,3952.0,1618.0,Premium,12.0,0,2,1
14689_2020,14689,2020,Health,,4426.0,Standard,17.0,0,1,0
14690_2020,14690,2020,Auto,3288.0,1927.0,Standard,7.0,0,0,0
14691_2020,14691,2020,Life,4252.0,3918.0,Standard,10.0,0,2,1
14692_2020,14692,2020,Life,3067.0,3460.0,Standard,0.0,0,1,0
14693_2020,14693,2020,Home,1034.0,,Standard,1.0,1,1,1
14694_2020,14694,2020,Auto,2522.0,1236.0,Standard,11.0,1,0,0
14695_2020,14695,2020,Life,3973.0,1818.0,Basic,6.0,2,0,1
14696_2020,14696,2020,Auto,3283.0,3823.0,Standard,6.0,0,2,1
14697_2020,14697,2020,Life,3473.0,4553.0,Standard,2.0,0,1,1
14698_2020,14698,2020,Life,3716.0,2318.0,Basic,1.0,1,2,1
14699_2020,14699,2020,Health,4058.0,4166.0,Basic,5.0,0,1,0
14700_2020,14700,2020,Auto,27315.0,2186.0,Standard,17.0,1,0,1
14701_2020,14701,2020,Health,1059.0,3332.0,Premium,8.0,0,2,1
14702_2020,14702,2020,Health,3156.0,2444.0,Premium,9.0,1,1,1
14703_2020,14703,2020,Auto,4565.0,741.0,Standard,14.0,1,2,1
14704_2020,14704,2020,Life,3696.0,3282.0,Premium,13.0,1,0,0
14705_2020,14705,2020,Health,4233.0,4675.0,Premium,11.0,0,0,0
14706_2020,14706,2020,Health,1569.0,99999.0,Premium,10.0,1,2,1
14707_2020,14707,2020,Health,2669.0,4037.0,Premium,16.0,0,0,0
14708_2020,14708,2020,Auto,1909.0,2231.0,Standard,15.0,0,2,1
14709_2020,14709,2020,Home,,3056.0,Standard,11.0,2,2,1
14710_2020,14710,2020,Health,2279.0,1059.0,Standard,9.0,0,2,1
14711_2020,14711,2020,Auto,4807.0,3405.0,Basic,13.0,2,2,1
14712_2020,14712,2020,Health,3248.0,3048.0,Basic,17.0,0,1,1
14713_2020,14713,2020,Health,3806.0,2028.0,Standard,8.0,0,1,1
14714_2020,14714,2020,Health,4793.0,4349.0,Basic,,2,2,1
14715_2020,14715,2020,Health,1024.0,652.0,Basic,16.0,0,0,1
14716_2020,14716,2020,Auto,4908.0,2462.0,Basic,11.0,0,2,1
14717_2020,14717,2020,Auto,2771.0,4941.0,Standard,,1,0,0
14718_2020,14718,2020,Health,2912.0,2063.0,Premium,11.0,2,2,1
14719_2020,14719,2020,Health,2678.0,2848.0,Standard,6.0,0,2,0
14720_2020,14720,2020,Health,4283.0,588.0,Standard,4.0,0,0,0
14721_2020,14721,2020,Health,2441.0,4119.0,Premium,2.0,1,2,1
14722_2020,14722,2020,Life,1024.0,3380.0,,2.0,2,1,1
14723_2020,14723,2020,Auto,3401.0,3973.0,Premium,18.0,1,1,1
14724_2020,14724,2020,Auto,3155.0,2045.0,Basic,4.0,1,2,1
14725_2020,14725,2020,Health,2164.0,1924.0,Basic,15.0,2,1,1
14726_2020,14726,2020,Auto,4569.0,2160.0,Standard,6.0,2,2,1
14727_2020,14727,2020,Health,4706.0,555.0,Premium,19.0,1,1,1
14728_2020,14728,2020,Health,3677.0,4867.0,Standard,15.0,1,2,1
14729_2020,14729,2020,Health,2928.0,2298.0,,0.0,1,1,1
14730_2020,14730,2020,Home,3416.0,3949.0,,6.0,0,1,0
14731_2020,14731,2020,Auto,1912.0,4540.0,Basic,15.0,2,0,1
14732_2020,14732,2020,Life,25890.0,1736.0,Standard,11.0,0,1,1
14733_2020,14733,2020,Life,2450.0,2128.0,Basic,6.0,0,0,1
14734_2020,14734,2020,Health,3695.0,1423.0,Standard,18.0,1,2,1
14735_2020,14735,2020,Health,4985.0,4965.0,Basic,10.0,0,2,1
14736_2020,14736,2020,Auto,2677.0,802.0,Basic,13.0,1,2,1
14737_2020,14737,2020,Health,4949.0,2325.0,Standard,,1,1,0
14738_2020,14738,2020,Life,,3370.0,Standard,14.0,1,1,1
14739_2020,14739,2020,Auto,2185.0,2157.0,Standard,11.0,0,2,1
14740_2020,14740,2020,Auto,2090.0,4874.0,Standard,8.0,0,1,0
14741_2020,14741,2020,Health,,4292.0,Premium,2.0,0,0,0
14742_2020,14742,2020,Health,2840.0,4527.0,Standard,7.0,1,2,1
14743_2020,14743,2020,Health,1054.0,3538.0,,6.0,2,0,1
14744_2020,14744,2020,Auto,4136.0,4457.0,Basic,13.0,1,1,1
14745_2020,14745,2020,Auto,4982.0,4994.0,Basic,16.0,2,2,1
14746_2020,14746,2020,Health,2808.0,1246.0,Premium,2.0,2,2,1
14747_2020,14747,2020,Home,4720.0,918.0,Premium,2.0,1,1,1
14748_2020,14748,2020,Health,2984.0,4751.0,Standard,18.0,2,0,1
14749_2020,14749,2020,Life,1949.0,,Basic,,1,1,1
14750_2020,14750,2020,Health,4382.0,3504.0,Basic,17.0,2,2,1
14751_2020,14751,2020,Life,2177.0,4958.0,Standard,5.0,1,2,1
14752_2020,14752,2020,Life,3454.0,4807.0,Standard,0.0,0,0,0
14753_2020,14753,2020,Health,1953.0,1070.0,Standard,1.0,0,2,1
14754_2020,14754,2020,Life,1146.0,3412.0,Basic,1.0,0,2,1
14755_2020,14755,2020,Health,4924.0,3619.0,Standard,14.0,2,0,1
14756_2020,14756,2020,Health,2328.0,990.0,Premium,13.0,1,0,0
14757_2020,14757,2020,Life,3275.0,1426.0,Basic,1.0,0,1,0
14758_2020,14758,2020,Life,1233.0,2765.0,Basic,,2,0,1
14759_2020,14759,2020,Health,1625.0,2384.0,Basic,12.0,1,1,1
14760_2020,14760,2020,Health,1082.0,3854.0,Premium,17.0,0,2,1
14761_2020,14761,2020,Health,3584.0,3554.0,,3.0,0,2,1
14762_2020,14762,2020,Health,1676.0,4746.0,Premium,4.0,1,2,1
14763_2020,14763,2020,Health,3592.0,4119.0,,17.0,2,1,1
14764_2020,14764,2020,Auto,4674.0,2059.0,Standard,16.0,0,0,1
14765_2020,14765,2020,Life,3472.0,3266.0,Basic,17.0,2,0,1
14766_2020,14766,2020,Auto,1189.0,2698.0,Basic,,2,1,1
14767_2020,14767,2020,Health,4078.0,3373.0,Basic,6.0,0,0,0
14768_2020,14768,2020,Health,1031.0,2175.0,Premium,,0,1,0
14769_2020,14769,2020,Health,2047.0,2401.0,Basic,2.0,0,2,1
14770_2020,14770,2020,Auto,3127.0,4191.0,Basic,1.0,1,1,1
14771_2020,14771,2020,Health,2327.0,3822.0,Standard,16.0,2,0,1
14772_2020,14772,2020,Health,2763.0,1704.0,Basic,8.0,2,1,1
14773_2020,14773,2020,Life,4568.0,,Premium,15.0,1,0,1
14774_2020,14774,2020,Auto,3088.0,,,17.0,2,2,1
14775_2020,14775,2020,Health,2826.0,1551.0,Basic,14.0,1,0,1
14776_2020,14776,2020,Life,2209.0,4636.0,Premium,2.0,1,0,0
14777_2020,14777,2020,Health,4173.0,1399.0,Basic,13.0,2,1,1
14778_2020,14778,2020,Life,4034.0,2889.0,Standard,13.0,2,1,1
14779_2020,14779,2020,Life,2295.0,707.0,Basic,9.0,1,1,1
14780_2020,14780,2020,Life,2091.0,4522.0,Standard,6.0,1,0,1
14781_2020,14781,2020,Auto,3244.0,,Standard,10.0,1,0,0
14782_2020,14782,2020,Health,2391.0,3126.0,Basic,1.0,1,2,1
14783_2020,14783,2020,Health,3298.0,1637.0,Standard,6.0,0,1,1
14784_2020,14784,2020,Health,2436.0,2767.0,Premium,3.0,1,1,1
14785_2020,14785,2020,Life,1966.0,1140.0,Standard,18.0,0,2,1
14786_2020,14786,2020,Life,1925.0,621.0,Premium,16.0,1,1,1
14787_2020,14787,2020,Health,3185.0,4701.0,Standard,,2,0,1
14788_2020,14788,2020,Health,44344.0,,Standard,7.0,2,1,1
14789_2020,14789,2020,Health,2097.0,1877.0,Basic,2.0,0,1,1
14790_2020,14790,2020,Auto,3848.0,2370.0,Premium,18.0,0,1,1
14791_2020,14791,2020,Auto,32115.0,1537.0,Basic,11.0,1,2,1
14792_2020,14792,2020,Health,4539.0,4009.0,Basic,9.0,1,2,1
14793_2020,14793,2020,Auto,1222.0,2087.0,Basic,10.0,0,0,0
14794_2020,14794,2020,Life,1948.0,4594.0,Standard,18.0,2,2,1
14795_2020,14795,2020,Home,1469.0,531.0,Basic,19.0,0,1,1
14796_2020,14796,2020,Auto,43981.0,4779.0,Basic,1.0,1,0,1
14797_2020,14797,2020,Life,4522.0,1975.0,Standard,11.0,2,2,1
14798_2020,14798,2020,Health,4955.0,4389.0,Basic,5.0,1,1,1
14799_2020,14799,2020,Health,1176.0,2463.0,Premium,4.0,1,0,1
14800_2020,14800,2020,Health,1906.0,,Premium,7.0,1,2,1
14801_2020,14801,2020,Health,2027.0,1122.0,Basic,1.0,0,2,0
14802_2020,14802,2020,Health,2871.0,1098.0,Standard,8.0,1,1,1
14803_2020,14803,2020,Health,4732.0,3142.0,Standard,4.0,0,2,1
14804_2020,14804,2020,Health,2626.0,2299.0,Standard,1.0,0,1,0
14805_2020,14805,2020,Health,3341.0,3428.0,Basic,19.0,2,2,1
14806_2020,14806,2020,Auto,2848.0,3782.0,Premium,16.0,1,2,1
14807_2020,14807,2020,Health,4612.0,3978.0,Premium,13.0,2,1,1
14808_2020,14808,2020,Auto,4956.0,2229.0,Premium,4.0,1,0,0
14809_2020,14809,2020,Life,,2766.0,Standard,13.0,0,2,1
14810_2020,14810,2020,Life,2406.0,2671.0,Basic,0.0,1,1,1
14811_2020,14811,2020,Health,3346.0,4725.0,Standard,9.0,0,0,1
14812_2020,14812,2020,Health,2548.0,3433.0,Basic,10.0,1,0,1
14813_2020,14813,2020,Auto,1171.0,3876.0,Basic,12.0,0,1,1
14814_2020,14814,2020,Life,4417.0,3572.0,Basic,6.0,2,0,1
14815_2020,14815,2020,Health,3305.0,3706.0,Standard,3.0,1,1,1
14816_2020,14816,2020,Health,1745.0,3276.0,Basic,18.0,2,2,1
14817_2020,14817,2020,Health,2975.0,4856.0,Premium,2.0,1,1,1
14818_2020,14818,2020,Health,2225.0,578.0,Premium,17.0,0,0,1
14819_2020,14819,2020,Life,,1824.0,Basic,15.0,2,0,1
14820_2020,14820,2020,Auto,4964.0,2984.0,Standard,1.0,0,2,0
14821_2020,14821,2020,Health,25788.0,4234.0,Basic,10.0,2,1,1
14822_2020,14822,2020,Health,4085.0,1138.0,Standard,1.0,2,1,1
14823_2020,14823,2020,Health,4931.0,4750.0,,19.0,0,2,1
14824_2020,14824,2020,Health,46468.0,3364.0,Basic,2.0,2,0,1
14825_2020,14825,2020,Auto,23186.0,2139.0,Basic,9.0,0,0,0
14826_2020,14826,2020,Health,2743.0,3007.0,Standard,14.0,2,2,1
14827_2020,14827,2020,Auto,38496.0,1585.0,Premium,13.0,0,1,0
14828_2020,14828,2020,Health,3685.0,3964.0,Basic,1.0,1,2,1
14829_2020,14829,2020,Auto,2626.0,,Basic,8.0,0,0,0
14830_2020,14830,2020,Health,3802.0,3582.0,Standard,6.0,2,1,1
14831_2020,14831,2020,Auto,2223.0,3726.0,Standard,7.0,1,2,1
14832_2020,14832,2020,Health,3216.0,1465.0,Standard,19.0,2,0,1
14833_2020,14833,2020,Health,,2973.0,Premium,5.0,0,2,0
14834_2020,14834,2020,Life,2759.0,3886.0,Premium,5.0,0,1,0
14835_2020,14835,2020,Life,4470.0,1823.0,Premium,15.0,2,0,1
14836_2020,14836,2020,Auto,4018.0,4937.0,Standard,19.0,0,2,1
14837_2020,14837,2020,Auto,3067.0,4677.0,,10.0,1,0,1
14838_2020,14838,2020,Health,2902.0,1975.0,Basic,9.0,0,0,0
14839_2020,14839,2020,Health,4132.0,,Basic,19.0,0,0,1
14840_2020,14840,2020,Health,4614.0,4391.0,Standard,13.0,2,1,1
14841_2020,14841,2020,Life,2310.0,4639.0,Standard,14.0,0,0,0
14842_2020,14842,2020,Home,4350.0,733.0,Standard,0.0,1,1,1
14843_2020,14843,2020,Life,2953.0,3411.0,Standard,0.0,0,2,1
14844_2020,14844,2020,Auto,2330.0,,Basic,11.0,0,2,1
14845_2020,14845,2020,Health,4522.0,4213.0,Basic,7.0,2,2,1
14846_2020,14846,2020,Health,1387.0,779.0,Standard,18.0,2,0,1
14847_2020,14847,2020,Health,1388.0,3287.0,Premium,4.0,0,0,0
14848_2020,14848,2020,Health,4434.0,2348.0,Standard,0.0,1,1,1
14849_2020,14849,2020,Health,2907.0,609.0,Standard,0.0,2,1,1
14850_2020,14850,2020,Health,,4667.0,Premium,11.0,2,2,1
14851_2020,14851,2020,Auto,4403.0,1518.0,Premium,14.0,0,2,1
14852_2020,14852,2020,Life,,2787.0,Standard,13.0,1,2,1
14853_2020,14853,2020,Health,3198.0,511.0,Basic,6.0,2,0,1
14854_2020,14854,2020,Life,3964.0,3407.0,Basic,6.0,2,0,1
14855_2020,14855,2020,Health,2396.0,1880.0,Basic,8.0,2,1,1
14856_2020,14856,2020,Life,1848.0,2254.0,Standard,16.0,2,1,1
14857_2020,14857,2020,Auto,3254.0,4928.0,Basic,10.0,2,1,1
14858_2020,14858,2020,Auto,3354.0,3385.0,Standard,8.0,1,2,1
14859_2020,14859,2020,Health,1335.0,4587.0,Standard,0.0,1,1,1
14860_2020,14860,2020,Home,1626.0,2881.0,Basic,5.0,1,2,1
14861_2020,14861,2020,Life,2521.0,694.0,Standard,17.0,2,2,1
14862_2020,14862,2020,Health,2888.0,3835.0,Standard,10.0,2,2,1
14863_2020,14863,2020,Life,4321.0,1409.0,Premium,12.0,1,0,1
14864_2020,14864,2020,Auto,1766.0,2599.0,Premium,1.0,2,2,1
14865_2020,14865,2020,Health,3205.0,1463.0,Basic,18.0,0,1,1
14866_2020,14866,2020,Health,3261.0,3135.0,Basic,3.0,1,0,0
14867_2020,14867,2020,Health,2178.0,1641.0,Standard,15.0,1,1,1
14868_2020,14868,2020,Health,1436.0,1262.0,Premium,7.0,0,2,1
14869_2020,14869,2020,Health,1045.0,1691.0,,10.0,1,1,1
14870_2020,14870,2020,Health,3906.0,1844.0,Premium,5.0,0,1,0
14871_2020,14871,2020,Health,2150.0,2968.0,Standard,2.0,0,0,0
14872_2020,14872,2020,Health,2983.0,1522.0,Basic,2.0,0,1,0
14873_2020,14873,2020,Auto,1324.0,1360.0,,5.0,2,0,1
14874_2020,14874,2020,Health,1262.0,2417.0,Basic,5.0,2,1,1
14875_2020,14875,2020,Life,2716.0,4931.0,Standard,9.0,1,1,1
14876_2020,14876,2020,Health,4215.0,2500.0,Basic,1.0,0,0,0
14877_2020,14877,2020,Auto,3842.0,1903.0,,7.0,0,1,1
14878_2020,14878,2020,Auto,4958.0,,Standard,15.0,0,0,0
14879_2020,14879,2020,Life,4940.0,780.0,Basic,15.0,2,2,1
14880_2020,14880,2020,Life,1226.0,3975.0,Basic,2.0,0,0,0
14881_2020,14881,2020,Life,1018.0,2528.0,Basic,5.0,1,0,1
14882_2020,14882,2020,Life,4860.0,1235.0,Standard,,2,1,1
14883_2020,14883,2020,Health,4264.0,3523.0,Basic,7.0,1,1,1
14884_2020,14884,2020,Life,3215.0,3446.0,Standard,6.0,2,1,1
14885_2020,14885,2020,Life,1844.0,4793.0,Basic,8.0,0,0,1
14886_2020,14886,2020,Life,3491.0,1359.0,,12.0,1,2,1
14887_2020,14887,2020,Health,3675.0,1160.0,Standard,,0,1,1
14888_2020,14888,2020,Life,4094.0,1570.0,Premium,1.0,0,1,0
14889_2020,14889,2020,Health,4102.0,2728.0,Standard,9.0,1,1,1
14890_2020,14890,2020,Auto,1393.0,3110.0,Basic,4.0,0,2,1
14891_2020,14891,2020,Health,4245.0,2055.0,Standard,18.0,2,2,1
14892_2020,14892,2020,Life,1839.0,761.0,Basic,10.0,1,2,1
14893_2020,14893,2020,Auto,2920.0,1309.0,Basic,11.0,1,0,1
14894_2020,14894,2020,Health,1418.0,4034.0,Basic,4.0,2,2,1
14895_2020,14895,2020,Health,1150.0,1693.0,Premium,2.0,0,2,1
14896_2020,14896,2020,Health,1841.0,2152.0,Standard,18.0,0,1,1
14897_2020,14897,2020,Health,3437.0,890.0,Standard,18.0,2,2,1
14898_2020,14898,2020,Health,2842.0,3093.0,Basic,9.0,1,0,1
14899_2020,14899,2020,Life,1411.0,4861.0,Basic,1.0,2,1,1
14900_2020,14900,2020,Life,2754.0,,Basic,2.0,0,0,0
14901_2020,14901,2020,Health,4742.0,2244.0,Basic,4.0,0,0,0
14902_2020,14902,2020,Auto,1252.0,1820.0,Basic,14.0,1,2,1
14903_2020,14903,2020,Life,3517.0,2657.0,Premium,,1,1,1
14904_2020,14904,2020,Auto,3754.0,4399.0,Standard,4.0,1,2,1
14905_2020,14905,2020,Health,3087.0,3820.0,Basic,8.0,2,2,1
14906_2020,14906,2020,Health,1459.0,4484.0,Basic,1.0,2,2,1
14907_2020,14907,2020,Health,2414.0,1974.0,Standard,14.0,1,2,1
14908_2020,14908,2020,Auto,4871.0,1309.0,Standard,15.0,1,2,1
14909_2020,14909,2020,Auto,4864.0,3281.0,Basic,6.0,0,2,0
14910_2020,14910,2020,Auto,48795.0,686.0,Premium,19.0,0,1,0
14911_2020,14911,2020,Life,3045.0,4294.0,Standard,16.0,0,1,0
14912_2020,14912,2020,Auto,1567.0,4587.0,Premium,2.0,2,0,1
14913_2020,14913,2020,Life,4384.0,2689.0,Basic,1.0,0,0,0
14914_2020,14914,2020,Auto,1953.0,2363.0,Standard,3.0,2,1,1
14915_2020,14915,2020,Health,1171.0,2834.0,Standard,19.0,2,2,1
14916_2020,14916,2020,Health,4400.0,3199.0,Standard,13.0,1,1,1
14917_2020,14917,2020,Health,3395.0,3028.0,Standard,16.0,0,0,0
14918_2020,14918,2020,Health,3744.0,3721.0,Basic,18.0,2,2,1
14919_2020,14919,2020,Life,3908.0,2243.0,,15.0,0,2,1
14920_2020,14920,2020,Health,1261.0,3579.0,Basic,10.0,2,1,1
14921_2020,14921,2020,Health,3969.0,1049.0,Standard,2.0,0,1,0
14922_2020,14922,2020,Health,4916.0,1133.0,Standard,4.0,2,2,1
14923_2020,14923,2020,Auto,3209.0,1924.0,Basic,5.0,0,2,1
14924_2020,14924,2020,Life,4639.0,2682.0,Basic,15.0,1,0,1
14925_2020,14925,2020,Health,3950.0,3762.0,Basic,8.0,1,1,1
14926_2020,14926,2020,Health,1087.0,691.0,Premium,16.0,0,2,1
14927_2020,14927,2020,Health,,911.0,Premium,13.0,2,0,1
14928_2020,14928,2020,Auto,4104.0,2012.0,Premium,10.0,1,1,1
14929_2020,14929,2020,Auto,2508.0,-1000.0,Basic,,2,0,0
14930_2020,14930,2020,Life,2532.0,4045.0,Standard,11.0,2,0,1
14931_2020,14931,2020,Auto,1561.0,3124.0,Standard,6.0,2,0,1
14932_2020,14932,2020,Health,2328.0,4571.0,Standard,12.0,1,0,1
14933_2020,14933,2020,Auto,1378.0,4789.0,Standard,14.0,0,0,0
14934_2020,14934,2020,Auto,2023.0,529.0,Premium,,0,1,1
14935_2020,14935,2020,Health,1695.0,,,16.0,1,1,1
14936_2020,14936,2020,Health,1014.0,974.0,Premium,9.0,0,1,1
14937_2020,14937,2020,Health,1924.0,1955.0,Premium,2.0,1,0,0
14938_2020,14938,2020,Health,3784.0,1297.0,Standard,17.0,2,1,1
14939_2020,14939,2020,Home,2693.0,4935.0,Standard,11.0,1,2,1
14940_2020,14940,2020,Life,4275.0,1686.0,Standard,18.0,1,2,1
14941_2020,14941,2020,Auto,3310.0,2202.0,Basic,6.0,2,0,1
14942_2020,14942,2020,Health,1438.0,1363.0,Premium,3.0,1,1,1
14943_2020,14943,2020,Life,1797.0,4345.0,Standard,7.0,0,1,1
14944_2020,14944,2020,Life,3783.0,3517.0,Basic,18.0,0,2,1
14945_2020,14945,2020,Auto,1106.0,1192.0,Premium,5.0,1,0,0
14946_2020,14946,2020,Life,3276.0,1649.0,Standard,,2,2,1
14947_2020,14947,2020,Auto,1120.0,1471.0,Basic,12.0,0,0,1
14948_2020,14948,2020,Home,2374.0,1720.0,Standard,13.0,0,1,1
14949_2020,14949,2020,Health,2363.0,4387.0,Premium,,0,1,1
14950_2020,14950,2020,Health,2690.0,-1000.0,Standard,,1,2,1
14951_2020,14951,2020,Life,4800.0,,Basic,17.0,2,0,1
14952_2020,14952,2020,Health,2756.0,4734.0,Premium,7.0,1,1,1
14953_2020,14953,2020,Home,1531.0,731.0,Basic,16.0,1,0,1
14954_2020,14954,2020,Life,2456.0,1328.0,Premium,17.0,1,1,1
14955_2020,14955,2020,Auto,2617.0,3502.0,Basic,,2,0,1
14956_2020,14956,2020,Health,2276.0,1255.0,Basic,9.0,2,0,1
14957_2020,14957,2020,Health,,1147.0,Premium,8.0,2,2,1
14958_2020,14958,2020,Life,4328.0,3801.0,Basic,18.0,1,1,1
14959_2020,14959,2020,Life,2500.0,4090.0,Standard,12.0,0,1,1
14960_2020,14960,2020,Auto,3429.0,4902.0,Premium,7.0,2,1,1
14961_2020,14961,2020,Health,1908.0,3420.0,Standard,3.0,0,0,1
14962_2020,14962,2020,Home,4828.0,2058.0,,2.0,0,2,0
14963_2020,14963,2020,Health,4518.0,,Basic,9.0,2,2,1
14964_2020,14964,2020,Auto,3807.0,3827.0,Basic,19.0,1,0,1
14965_2020,14965,2020,Life,4174.0,562.0,Basic,1.0,0,0,0
14966_2020,14966,2020,Health,2881.0,1346.0,Standard,16.0,0,1,1
14967_2020,14967,2020,Health,4790.0,685.0,Premium,17.0,0,0,1
14968_2020,14968,2020,Health,1951.0,873.0,Basic,3.0,2,0,1
14969_2020,14969,2020,Health,1011.0,689.0,Standard,17.0,2,2,1
14970_2020,14970,2020,Health,3564.0,2687.0,Premium,0.0,0,2,1
14971_2020,14971,2020,Health,2685.0,3811.0,Standard,,1,2,1
14972_2020,14972,2020,Auto,3737.0,1213.0,Premium,5.0,0,0,0
